Split,Dialogue_ID,Utterance_ID,Speaker,Utterance,Emotion,Original_Emotion
train,Ses02F_script03_2,Ses02F_script03_2_F020,F,"Adders don't snap, they sting.",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F022,F,"I don't care, do you understand?  I don't care.  I don't care if they bark or roll about like hoops.",anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_F024,F,Mind your own business.,anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_F025,F,You're quite insufferable,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F026,F,I expect it's because you're drunk.,anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_F028,F,"On the contrary, a child of two could get violently drunk on only one glass of brandy.",anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_F029,F,Shut up.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F030,F,"Not very funny, dear.  You'd better have some more brandy.",anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_F031,F,Why?,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F032,F,There aren't any people upstairs.  It's a photographer's studio.,anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_F034,F,"Turn it on again, please.",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F035,F,"Very well, if you insist on being boorish and idiotic.",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F036,F,You are far too temperamental.  Try to control yourself.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F037,F,Stop it.  Go away.  I hate you.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F038,F,"Listen?  Listen, indeed.  I am sick and tired of listening to you, damn sadistic bully.",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F039,F,"I hate you.  Stop it.  Stop it.  I hate you, do you hear?  You're conceited and overbearing and utterly impossible.",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F040,F,This is the end.  Finally and forever.  Do you hear me?  The end.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F041,F,"Oh Yes, I am.",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F042,F,I am.  Let go of me.  You're a cruel fiend and I hate and loathe you.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_F043,F,Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it.  Stop it.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M000,M,"As a matter of fact, the real cause of that row was Peter Burden.",neutral,neutral
train,Ses02F_script03_2,Ses02F_script03_2_M001,M,I knew nothing of the sort.  You took presents from him.,neutral,neutral
train,Ses02F_script03_2,Ses02F_script03_2_M006,M,What of it?,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M007,M,"Well, what about me?",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M009,M,"Me, too.  Bored stiff.  You want some brandy?",neutral,neutral
train,Ses02F_script03_2,Ses02F_script03_2_M011,M,No particular reason.  Anyhow they were very small ones.,neutral,neutral
train,Ses02F_script03_2,Ses02F_script03_2_M012,M,You can hardly call three liquor glasses in a whole evening going on and on and on.,anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M013,M,"You needn't be so grand, just because you don't happen to want any yourself at the moment.",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M015,M,Nothing.,anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M019,M,"Yes, it is.",anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M021,M,"Snap, snap, snap, like a little adder.",anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M022,M,Nonsense.  They have a little bag of venom behind their fangs and they snap.,anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M023,M,They snap.,anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M027,M,I'm not in the least drunk.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M028,M,"As I mentioned before, I have had three minute liquor glasses of brandy the whole evening long.  A child of two couldn't get drunk on that.",anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M029,M,"Oh, very interesting.  How about a child of four?  A child of six?  Or a child of nine?",anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M030,M,"We could get a good debate going about this, don't you think?  Intemperate tots.",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M033,M,Because it's late and it'll annoy the people upstairs.,anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M034,M,There are people downstairs I suppose?,anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M035,M,This is no time of the year for Tunis.,anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M036,M,I'll do no such thing.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M037,M,Turn it off.  It's driving me mad.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M038,M,Turn it off.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M039,M,"Amanda, listen. listen",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M040,M,"Very amusing, indeed.",anger,frustration
train,Ses02F_script03_2,Ses02F_script03_2_M041,M,"You're a vile, tempered, loose living, wicked little beast and I hope to never see you again as long as I live.",anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M042,M,You're not going like this.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M043,M,You're not.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M044,M,Shut up. Shut up.,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M045,M,I wouldn't-- I wouldn't marry--,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M046,M,I wouldn't marry you if you came in crawling on your knees,anger,anger
train,Ses02F_script03_2,Ses02F_script03_2_M047,M,You're a evil vampire and I hope to God I never see you again as long as I live.,anger,anger
train,Ses02M_impro01,Ses02M_impro01_F000,F,"Hi, How can I help you?",neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_F001,F,"Sure, um",neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_F002,F,do you have two forms of ID with you?,neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_F003,F,"I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry.",neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_F004,F,Well,neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_F005,F,I- I can take your driver's license but I need another form of ID in order to process this paper work.,neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_F006,F,"Um, that you would need to go home and get another form of ID and come back.",neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_F007,F,"Well, I'm sorry sir but",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F008,F,you need to bring two forms of ID there is nothing we can do about it.,anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F009,F,"Well, it's actually-",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F010,F,"It's standard that you bring a couple of forms of ID, I'm sorry.",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F011,F,"Well, I'm sorry, sir, but we're not responsible.",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F012,F,"Yes, you did, thank you very much, but we're not responsible if you've forgotten something, and we need to have two forms of ID.",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F013,F,"I'm sorry, but there is a lot of people waiting so you're just going to have to get in line again.",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F014,F,"It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F015,F,"I'm sorry, sir.",neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_F016,F,there is nothing I can do.,neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_F017,F,"I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F018,F,"I'm sorry, sir. There is nothing I can do.",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F019,F,"Well, if you had checked the web site it would have said.",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F020,F,If you had checked the website it would have said that you needed two forms of identification.,anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F021,F,"Well, maybe you should",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F022,F,Right. So maybe you should go home now and get your paperwork and come back.,anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F023,F,"I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security.",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_F024,F,"I'm sorry, sir, it's not my choice.",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_M000,M,All right. Finally. Here you go.,anger,frustration
train,Ses02M_impro01,Ses02M_impro01_M001,M,"Yea. I just want to get this done,",neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_M002,M,get my new license.,neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_M003,M,"Um, no, I got my driver's license though.",neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_M004,M,"Uh, sorry, I forgot them. I mean I've got to -",neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_M005,M,well is the dri-driver's license going to work?,neutral,neutral
train,Ses02M_impro01,Ses02M_impro01_M006,M,"Okay, so what are you saying? What-",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_M007,M,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",anger,anger
train,Ses02M_impro01,Ses02M_impro01_M008,M,three hours and,anger,anger
train,Ses02M_impro01,Ses02M_impro01_M009,M,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,anger,anger
train,Ses02M_impro01,Ses02M_impro01_M010,M,"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",anger,anger
train,Ses02M_impro01,Ses02M_impro01_M011,M,"I filled out the application right, didn't I?",anger,anger
train,Ses02M_impro01,Ses02M_impro01_M012,M,Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-,anger,frustration
train,Ses02M_impro01,Ses02M_impro01_M013,M,I've been waiting for three hours.,anger,frustration
train,Ses02M_impro01,Ses02M_impro01_M014,M,This is ridiculous. Come on,anger,frustration
train,Ses02M_impro01,Ses02M_impro01_M015,M,"I cannot go back in that line. I've got stuff I need to do, I mean-",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_M017,M,That doesn't make any sense. Why?,anger,frustration
train,Ses02M_impro01,Ses02M_impro01_M018,M,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,anger,anger
train,Ses02M_impro01,Ses02M_impro01_M019,M,"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",anger,anger
train,Ses02M_impro01,Ses02M_impro01_M020,M,I waited in line now I'm ready to get my stuff and then go home.,anger,frustration
train,Ses02M_impro01,Ses02M_impro01_M021,M,"God, oh my-",anger,frustration
train,Ses02M_impro01,Ses02M_impro01_M022,M,This is ridiculous.,anger,frustration
train,Ses02M_impro02,Ses02M_impro02_F000,F,I don't want you to go.,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F001,F,"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F002,F,I don't want to be a single mom.,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F003,F,but,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F004,F,It's dangerous; I mean how can you make sure that you'll,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F005,F,I hope so.,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F006,F,I hope so.,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F007,F,It's going to be really rough.,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F008,F,I'll send you lots of pictures.,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F009,F,"Well, just promise me that you going to be safe.",sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F010,F,"I mean can't they put you in like, you know kitchen work or something where you won't get",sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F011,F,It doesn't make any sense; I don't know why we have to be at war in the first place.,anger,frustration
train,Ses02M_impro02,Ses02M_impro02_F012,F,"Will you write me letters, paper ones?",sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F013,F,"Our baby needs a dad; you can't leave. Okay, you can't disappear.",sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_F014,F,I'll miss you too.,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_M000,M,"I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot.",sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_M001,M,"You won't be. I'll be back; I'll be back before you know it. All right, and",sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_M002,M,and,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_M003,M,"It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,",anger,frustration
train,Ses02M_impro02,Ses02M_impro02_M007,M,"You gotta take care of our baby for me, alright?",sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_M008,M,"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.",sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_M009,M,I've never been - I've never been away from you for two weeks let alone a year.,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_M013,M,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_M014,M,"and it'll work out you know, go there and do that. Yeah, I'll be back",neutral,neutral
train,Ses02M_impro02,Ses02M_impro02_M017,M,"Our baby has a dad, alright. Daddy is going to be back soon.",sadness,sadness
train,Ses02M_impro02,Ses02M_impro02_M018,M,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",sadness,sadness
train,Ses02M_impro03,Ses02M_impro03_F000,F,What? What? You look really happy what's going on?,joy,excited
train,Ses02M_impro03,Ses02M_impro03_F001,F,Finally did what?,joy,excited
train,Ses02M_impro03,Ses02M_impro03_F003,F,"Oh, my Gosh. Well, and did",joy,excited
train,Ses02M_impro03,Ses02M_impro03_F004,F,Did she say yes?,joy,excited
train,Ses02M_impro03,Ses02M_impro03_F005,F,That's like the most definitive.,joy,excited
train,Ses02M_impro03,Ses02M_impro03_F007,F,I would have thought you would have told me that you were planning on doing this.,joy,excited
train,Ses02M_impro03,Ses02M_impro03_F008,F,"Yea, I guess so. Oh, my Gosh. Was she surprised?",joy,excited
train,Ses02M_impro03,Ses02M_impro03_F011,F,"Oh, You did not.",joy,excited
train,Ses02M_impro03,Ses02M_impro03_F012,F,"Oh, my Gosh. that's so cute",joy,excited
train,Ses02M_impro03,Ses02M_impro03_F013,F,"That's so romantic. Oh, my Gosh. She must have died. That's like one of those things you write into a magazine about like my boyfriend did this. Oh my God.",joy,excited
train,Ses02M_impro03,Ses02M_impro03_F014,F,She must have flipped out.,joy,excited
train,Ses02M_impro03,Ses02M_impro03_F015,F,Right exactly because you can't say no in front of thousands of people. [LAUGHTER],joy,excited
train,Ses02M_impro03,Ses02M_impro03_F016,F,Did you bring her up on stage too?,joy,excited
train,Ses02M_impro03,Ses02M_impro03_F017,F,"Oh, my Gosh, that's so cute.",joy,excited
train,Ses02M_impro03,Ses02M_impro03_F018,F,Are your parents excited or...?,joy,excited
train,Ses02M_impro03,Ses02M_impro03_F020,F,"Ooh, that would be fun.",joy,excited
train,Ses02M_impro03,Ses02M_impro03_F023,F,"Oh my Gosh. I cannot believe you're getting married, that is so cool.",joy,excited
train,Ses02M_impro03,Ses02M_impro03_F024,F,"Golly, it just makes me all like romantic inside, like I really want that to happen to me. [LAUGHTER]",joy,excited
train,Ses02M_impro03,Ses02M_impro03_F028,F,"Yay, well congratulations, that's so cool. [BREATHING] I can't wait.",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M000,M,"Oh, you're never going to believe it.",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M001,M,"Well, I finally did it",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M005,M,"Yes, she said yes. [LAUGHTER] I know",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M008,M,"Yes, yes. You know, she - she was like - I mean, she was happy, you know",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M009,M,"I - I think it was about time, I don't know, maybe. You know what, it's been it's been long enough now.",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M010,M,"Oh, well, it was -- you know, we were at this- at this concert and yeah",joy,happiness
train,Ses02M_impro03,Ses02M_impro03_M011,M,so I-I talked to some of the crew before hand and-,joy,happiness
train,Ses02M_impro03,Ses02M_impro03_M012,M,I-I did.,joy,happiness
train,Ses02M_impro03,Ses02M_impro03_M014,M,"I know, so",joy,happiness
train,Ses02M_impro03,Ses02M_impro03_M015,M,I got to freak her out.,joy,happiness
train,Ses02M_impro03,Ses02M_impro03_M016,M,"No, yes -- so",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M017,M,"Yea, that way she was guaranteed that she could not say no.",joy,happiness
train,Ses02M_impro03,Ses02M_impro03_M018,M,"No, but it was good.",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M019,M,"Yes, yes. [LAUGHTER]",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M020,M,"I know it was, I don't know I was really nervous but I'm really - I'm really glad.",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M021,M,"Oh yes, they - they you know they love her and so I mean...",joy,happiness
train,Ses02M_impro03,Ses02M_impro03_M024,M,"Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M026,M,I know.,joy,excited
train,Ses02M_impro03,Ses02M_impro03_M027,M,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",joy,happiness
train,Ses02M_impro03,Ses02M_impro03_M028,M,"Sure. Oh, yes.",joy,happiness
train,Ses02M_impro03,Ses02M_impro03_M030,M,"Yes, well, Thanks, thanks. Thank you. yeah",joy,excited
train,Ses02M_impro03,Ses02M_impro03_M031,M,Hah.,joy,happiness
train,Ses02M_impro04,Ses02M_impro04_F000,F,So how you feeling?,neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F001,F,"You've been doing a lot of work for it, right?",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F002,F,"Right, so the fact you doing the best that you can is -",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F003,F,"you know you shouldn't give yourself a hard time for that, it's the best you can.",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F004,F,"Well, but you care about what you do, right?",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F005,F,"I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F006,F,"Well, I mean you're still here you've tried for this long so I think that says something all in itself.",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F007,F,You are persistence. I mean that's important. that's,neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F008,F,"Well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F009,F,I'm sorry.,sadness,sadness
train,Ses02M_impro04,Ses02M_impro04_F010,F,"That's- I mean. There are more factors then just whether you're good or not, you know what I mean like",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F011,F,"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control.",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F012,F,So you should take that in consideration rather than giving yourself such a hard time.,neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F014,F,"You know and the fact you still here and still cooking, like it's good that you're thinking about it, that you're reconsidering.",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F015,F,"But like, just because you're considering why it's been so difficult doesn't mean you should just stop.",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_F016,F,"Maybe you should take a little break from it, but I don't think you should stop.",neutral,neutral
train,Ses02M_impro04,Ses02M_impro04_M000,M,"Uhm, I don't know",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M001,M,I don't know what I'm going to do about this; I mean,anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M002,M,"I have got to get a job, you know? Like-",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M003,M,"Well, yea you know, I get my resumes and I mean I-",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M004,M,"I go out all the places I can, every place that'll give an interview you know.",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M005,M,"But it's been so long, like what - what am I - what am I waiting -- I should probably just do something else, or",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M006,M,"I don't know, I mean why - why",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M007,M,"Yea, but it's - it's almost like it's not worth it you know, if I'm going to waste to have my life like trying to get a job, I mean once I actually do get the job it's like oh, retirement or something. I don't know, you know.",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M009,M,"I don't even know if it's going to be worth it because I can't break myself in, you know like I can't - can't even get a foot in the door you know.",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M010,M,"Yea, it says I'm stupid enough to be trying this long and not move on somewhere else.",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M011,M,"I mean, I can't- I can't be persistent forever, you know, you can't not have a job forever, you know, I've got- I've got to do something, I've got to make money and get food on the table.",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M012,M,"I mean, maybe I'm not, you know. I don't have a job. Maybe - maybe I'm not as good as-as I thought I was and",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M013,M,I just got a whole skewed opinion on just how this is supposed to work out and,anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M014,M,"I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking",sadness,sadness
train,Ses02M_impro04,Ses02M_impro04_M015,M,"maybe - maybe take up painting, I don't know, you know.",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M016,M,"Do something that I don't have to go out and do something, stay at home, I don't know.",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M017,M,Seems like the only option at this point because obviously the outer world has just rejected me of all possible employment.,anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M018,M,"I know, but I mean- if that's the - you know, I'm either like the worst at this or just the most unlucky person on the planet I mean this doesn't",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M019,M,this doesn't happen to a normal person.,anger,anger
train,Ses02M_impro04,Ses02M_impro04_M020,M,"I mean, I don't know, I don't see - I don't see any other way - any other way around it right now.",anger,frustration
train,Ses02M_impro04,Ses02M_impro04_M022,M,Right. Thanks for talking to me.,sadness,sadness
train,Ses02M_impro05,Ses02M_impro05_F000,F,"Hi, can I help you?",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F001,F,"Oh, did you check? Did you make sure as it went around the second time that it-",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F002,F,"Okay. Well, um- the f.",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F003,F,"Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. Um, so-",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F004,F,"Well, you can fill out this paperwork um- and if for some reason it shows up, we can bring it to you, but-",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F005,F,"Well, sometimes it's just late baggage or misplaced baggage and it comes out but it seems to be here and just I'm reading off of this that",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F006,F,Uh- it didn't make it into the second plane so it looks like there - they don't actually know what happened to it.,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F007,F,"Um, well, sometimes there is just difficulties with loading on to the plane. Uh- There can be a theft or uh- some sort of you know mishap with a cart or something.",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F008,F,"I- I- I understand, but um.",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F009,F,Okay,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F010,F,Right.,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F011,F,"I understand that. Um- So I'm going to put down here that you looking for your baggage, but we actually can't, uh this bag is likely not going to show up so what we're going to do-",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F012,F,"Sometimes it gets stolen, sometimes it gets misplaced on another plane and",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F013,F,"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that.",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F014,F,So we'll- what we'll do,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F015,F,Right. Like I said sometimes a theft and things happen like that but we are willing to reim-reimburse you.,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F016,F,"Um, so.",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F017,F,"We have very tight security but we -uh- there are times when we just can't uh make sure there aren't absolutely no human error, you know",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F018,F,I'm sorry there is no guarantee on baggage.,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F019,F,"I understand, so-",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F020,F,"all right, We've already checked back here for your baggage",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F021,F,and we will continue to look for it and because your paper-,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F022,F,"I've already looked, thank you very much and because we've filled out paperwork if it shows up we will send it to you but otherwise what we can do is reimburse you for fifty dollar.",anger,frustration
train,Ses02M_impro05,Ses02M_impro05_F023,F,"Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F024,F,The airline can't afford to give you everything that is in that suitcase. and so-,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F025,F,Well because lots of people get their baggage lost and we don't want to have false claims or anything like that so we have,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F026,F,"we can give you fifty dollar to sort of make up for it, to compensate, and we can definitely let you know if it shows up but likely, more than likely-",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_F028,F,I don't believe you should sue the airline company but we do have a policy uh- in which we can reimburse you and that's all we can do and I'm sorry I've done everything I can-,anger,frustration
train,Ses02M_impro05,Ses02M_impro05_F029,F,There's other people waiting-,anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M000,M,Hi. Um-,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_M001,M,It seems that uh- my-my bag didn't make it out on the carousel.,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_M002,M,"Yes, yes, it's gone around like you know twenty times. It's been about a half hour.",neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_M003,M,Okay. So what-what do I have to get you know,neutral,neutral
train,Ses02M_impro05,Ses02M_impro05_M004,M,"For some reason, so you think it won't show up?",surprise,surprise
train,Ses02M_impro05,Ses02M_impro05_M006,M,I really - I really need that bag.,anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M008,M,"I mean -- I've been away for a while and- and now I've- I've gifts for- for you know friends and family I mean, I got stuff in the there",anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M010,M,"Not going to show - well isn't like - wouldn't it just be at the airport, that, like, if it didn't get on the other plane",anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M011,M,can they check there?,anger,frustration
train,Ses02M_impro05,Ses02M_impro05_M013,M,"But we have the tags on. I mean like it wouldn't you know, if it got stuck somewhere it's like well this is nobodies bag I mean maybe you know look on the tag and",anger,anger
